Elemento,Descripcion,Banco
MC Parking Aeropuerto Santiago Todos los días," La oferta es de exclusiva responsabilidad del comercio.
No acumulable con otras ofertas y/o promociones. 
El descuento solo aplica para reservas individuales y para packs de días con un tope máximo de $50.000. Beneficio solo para compras online. Promoción válida hasta el 31 de marzo de 2025 o hasta agotar fondo promocional de $3.000.000, lo que ocurra primero. Promoción consiste en un 40% Dcto. en MC Parking Aeropuerto Santiago pagando con tus Tarjeta de Crédito Scotiabank Signature, Infinite, Singular y Wealth Management. Tambien accede a un 20% Dcto. en Estacionmiento Aeropuerto Santiago pagando con tus Tarjetas de Débito Scotiabank y Crédito Scotiabank Gold y Platinum. El descuento se hará válido ingresando los 6 primeros dígitos de tu Tarjeta Scotiabank como código de descuento en la tercera sección “Opciones Adicionales”. La oferta es de exclusiva responsabilidad del comercio. No acumulable con otras ofertas y/o promociones. El descuento solo aplica para reservas individuales y para packs de días con un tope máximo de $50.000 por cliente titular. Beneficio exclusivo para compras online. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Triumph Motorcycles Todos los días," Sujeto a disponibilidad. 
Promoción exclusiva clientes Scotiabank. Promoción válida hasta el 31 de marzo de 2025. Promoción consiste en un 3% Dcto. en la compra de motos Triumph nuevas, en tienda ubicada en Las Condes 7725, Santiago. Obtén además un 10% Dcto. en mantenciones para motos Triumph y un 20% Dcto. en vestuario y calzado Triumph. Promoción válida pagando con tus Tarjetas de Crédito Scotia en promocións. Descuento válido para compras en tienda física Triumph ubicada en Las Condes 7725 y solicitando el descuento al momento de pagar con tus Tarjetas de Crédito Visa Scotia Signature, Infinite y Singular. Se excluyen de esta promoción las Tarjetas de Débito Scotia, Visa Scotia Gold, Mastercard Scotia Gold, Visa Scotia Platinum, Mastercard Scotia Platinum, Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
PedidosYa Todos los miércoles,"  Promoción consiste en un 30% Dcto. en Pedidos Ya exclusivo categoría Sushi. Promoción válida todos los miércoles de marzo de 2025, con tope de descuento de $7.000 por pedido. Promoción se hará efectiva pagando con tus Tarjetas de Débito o Crédito Scotiabank Infinite, Singular, Signature y Wealth Management. El descuento se aplicará al momento del pago de forma automática. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable sobre otras promociones. Un uso por cliente por día de promoción. Promoción exclusiva clientes Scotiabank. Se excluyen de esta promoción las Tarjetas de Crédito Visa y Mastercard Scotia Gold, Platinum, Mastercard Black, Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Santa Rita Todos los martes," No acumulable sobre otras promociones o descuentos.
Exclusivo para clientes Scotiabank.
Tope de descuento $80.000 pesos.
Exclusivo pagando con tus Tarjetas de Débito y/o Crédito Scotiabank.
El costo de despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción válida todos los martes de marzo 2025. Promoción consiste en hasta un 40% Dcto. en tienda www.santaritaonline.cl. Un 40% Dcto. en vinos Gran Reserva y Reserva. Un 30% Dcto. para los vinos varietales, destilados y cervezas. Para acceder al beneficio ingresa los 6 primeros dígitos de tus Tarjetas de Débito y/o Crédito Scotiabank cómo código de descuento en el check out de la web. Un cupón por cliente. Tope de descuento $80.000 pesos. Promoción exclusiva clientes Scotiabank. Promoción no acumulable sobre otros descuentos. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Sushiban Todos los lunes," Tope de $20.000 por cliente titular.
Exclusivo para clientes Scotia.
Válido para retiro en tienda o despacho a domicilio. 
Descuento no acumulable con otras promociones.
Sujeto a disponibilidad de los locales.  Promoción válida los lunes de marzo 2025. Promoción consiste en un 40% Dcto. con tope de $20.000 por cliente titular en Restaurantes Sushiban. Promoción exclusiva para clientes Scotiabank. Pagando con tus Tarjetas de Crédito Scotia Signature, Infinite, Singular y Wealth Management. Descuento válido para compras a través de la web en www.sushiban.cl ingresando como cupón de descuento los primeros 6 números de la Tarjeta Scotiabank. Válido para retiro en tienda o despacho a domicilio. Descuento no acumulable con otras promociones. Sujeto a disponibilidad de los locales. Se excluyen de esta promoción las Tarjetas de Débito Scotia, Visa Scotia Gold, Mastercard Scotia Gold, Visa Scotia Platinum, Mastercard Scotia Platinum, Mastercard Scotia Black, Empresariales, Corporativas, Mastercard Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Caleta Bay Todos los viernes," Tope de descuento $50.000 por cliente titular.
Promoción no acumulable sobre otras promociones o descuentos. 
Promoción exclusiva para clientes Scotiabank. Promoción válida todos los viernes de marzo 2025 o hasta agotar fondo promocional de $3.000.000, lo que ocurra primero. Promoción consiste en un 40% Dcto. en productos a través de www.caletabay.com y en tiendas físicas Caleta Bay. Accede a este beneficio ingresando cómo código de descuento los 6 primeros dígitos de tus Tarjetas de Crédito Visa Scotiabank Signature, Infinite, Singular y Wealth Management. Tope de descuento $50.000 por cliente titular. Promoción no acumulable sobre otras promociones o descuentos. Promoción exclusiva para clientes Scotiabank. Se excluyen de esta promoción las Tarjetas de Débito Scotia, Tarjetas de Crédito Visa y Mastercard Scotia Gold, Platinum, Mastercard Black, Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Primeclass Pacífico Todos los días," La cantidad de accesos gratuitos es válida por un año calendario.
Si cliente excede la cantidad de accesos gratuitos durante el periodo, al mes siguiente o subsiguiente se le cargará, por cada ingreso, en su Tarjeta de Crédito la tarifa convenio de $36.400 para salones nacionales y de $43.500 para salones internacionales.
Para clientes con más de una Tarjeta de Crédito Visa Scotia los accesos gratuitos no son acumulables y se considerará la cantidad de accesos de la Tarjeta con mejor beneficio.
El servicio entregado en los Salones VIP Primeclass Pacífico es de exclusiva responsabilidad de cada operador. Beneficio de accesos gratuitos a Salones VIP Primeclass Pacífico en Aeropuerto Internacional de Chile es válido exclusivamente para clientes con Tarjetas de Crédito Visa Scotiabank Signature, Infinite, Singular y Wealth Management hasta el 31 de marzo 2025. Clientes con Tarjeta de Crédito Visa Signature Scotia tendrán 4 accesos gratuitos anuales, clientes con Tarjeta de Crédito Visa Infinite Scotia tendrán 6 accesos gratuitos anuales, clientes con Tarjeta de Crédito Visa Singular tendrán 9 accesos gratuitos anuales y clientes con Tarjeta de Crédito Visa Scotia Wealth Management tendrán 12 accesos gratuitos anuales. Accesos gratuitos aplican para salones nacionales e internacionales Primeclass Pacífico dentro de Chile. Se autorizarán los ingresos a los salones VIP Primeclass Pacífico previa validación de vigencia de la Tarjeta y aplicará para la cuenta del cliente titular, pudiendo ser utilizada junto con un acompañante descontándose 2 ingresos. La cantidad de accesos gratuitos es válida por un año calendario. Si cliente excede la cantidad de accesos gratuitos durante el periodo, al mes siguiente o subsiguiente se le cargará, por cada ingreso, en su Tarjeta de Crédito la tarifa convenio de $36.400 para salones nacionales y de $43.500 para salones internacionales. Para clientes con más de una Tarjeta de Crédito Visa Scotia los accesos gratuitos no son acumulables y se considerará la cantidad de accesos de la Tarjeta con mejor beneficio. El servicio entregado en los Salones VIP Primeclass Pacífico es de exclusiva responsabilidad de cada operador.",Banco ScotiaBank
Teatro Zoco Todos los días,"  Promoción válida hasta el 31 de marzo de 2025. Válido para compras de entradas a Teatro Zoco. Promoción consiste en un 35% Dcto. en máximo 4 entradas por cliente en toda la cartelera propia. Descuento se hará efectivo ingresando los primeros 6 dígitos de tu Tarjeta Scotia como código de descuento y pagando con tu Tarjeta de Débito o Crédito Scotia través de www.puntoticket.cl. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
KidZania Del 21 al 30," La oferta es de exclusiva responsabilidad del comercio.
No acumulable con otras ofertas y/o promociones.
Promoción exclusiva clientes Scotiabank.
El descuento tiene un máximo de 6 entradas por compra.  Promoción válida para los días viernes 21 y 28, sábados 22 y 29, domingos 23 y 30 de marzo de 2025 o hasta agotar fondo promocional de $2.000.000 mensual, lo que ocurra primero. Promoción consiste en hasta 40% Dcto. en la compra de entradas a través del portal web https://ventasonline.kidzania.cl. 40% Dcto. pagando con tus Tarjetas de Crédito Visa Scotia Signature, Infinite, Singular y Wealth Management. El descuento se hará válido ingresando los 6 primeros dígitos de tu Tarjeta Scotiabank como código de descuento. 20% Dcto. ingresando código de scotiaverano2025 como cupón de descuento, válido pagando con Tarjeta de Débito o Crédito Scotiabank. El descuento tiene un máximo de 6 entradas por compra. La oferta es de exclusiva responsabilidad del comercio. No acumulable con otras ofertas y/o promociones. Promoción exclusiva para clientes Scotiabank. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Tours de Viña Santa Rita Todos los jueves," Descuento no acumulable sobre otras promociones o descuentos.
Exclusivo para clientes Scotia. Promoción válida todos los jueves de marzo 2025. Promoción consiste en un 15% de descuento en los Tours de la viña  Santa Rita + un descuento en el wine shop de la viña, 15% en vinos Premium y 10% en vinos Gran Reserva.  Válido para resevas a través de la web www.santaritaonline.com. Pagando con Tarjetas de Crédito o Débito Visa Scotia. El descuento se hace efectivo ingresando código de descuento los primeros 6 números de la tarjeta. Máximo 1 uso de cupón por cliente. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable con otras promociones o descuentos. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información. ",Banco ScotiaBank
Transvip  Jueves y viernes," Aplica para viajes de ida o para viajes de vuelta. 
No aplicable para viajes de ida y vuelta (que se compran en la misma instancia).
Válido en RM, Calama y Antofagasta.
No acumulable con otras promociones.
Promoción exclusiva para clientes Scotia.
Sólo aplica para el traslado de pasajeros, no para el servicio de encomiendas. Promoción válida todos los jueves y viernes de marzo de 2025 o hasta agotar fondo promocional de $7.000.000, lo que ocurra primero. Promoción consiste en un 30% Dcto. en Transvip para clientes Scotiabank pagando con Tarjetas de Crédito Visa Scotia Signature, Black, Infinite, Singular y Wealth Management e ingresando como código de descuento los 8 primeros dígitos de tu Tarjeta. Promoción válida todos los días de marzo 2025 o hasta agotar stock de 700 cupones, lo que ocurra primero. Promoción consiste en un 15% Dcto. en Transvip para clientes Scotiabank pagando con Tarjetas de Débito y Crédito Visa Scotia Gold y Platinum e ingresando como código de descuento los 6 primero dígitos de tu Tarjeta. Tope de Dcto. para esta promoción $3.000 por cliente titular. Accede a estos beneficios ingresando como código de descuento los primeros seis dígitos tus Tarjetas Scotiabank a través de la web o App al momento de reservar. Descuento aplica en servicio de traslado de pasajeros Taxi dentro de la ciudad a través de la App Transvip y web www.transvip.cl para Región Metropolitana, Calama, Antofagasta, Concepción y Valparaíso. Descuento válido sólo para viajes de ida o sólo para viajes de retorno. Descuento no es válido para viajes de ida y vuelta. Descuento no es acumulable con otras promociones o convenios. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Coderhouse Todos los días," Válido para todas las carreras y/o cursos brindados por CODERHOUSE, excepto Servicios de Desarrollo Profesional, Membresías y Masters.
La promoción consiste en una bonificación del 20% sobre el precio de la CoderBeca.
El código de descuento puede usarse ilimitadamente, pero sólo una vez por carrera y/o curso.
Válido en Chile. ",Banco ScotiaBank
Air Canada Todos los días," Descuento 20% sobre la tarifa base (no aplica sobre impuestos aeroportuarios).
Destinos Canadá y Estados Unidos.
Fecha de emisión desde el 1 de febrero al 31 de marzo 2025.
Fecha de viaje desde el 01 de febrero 2025, hasta lo que permita el sistema.
Compras en oficina de Air Canada Chile, dirección Avenida Andrés Bello #2687, piso 18, Las Condes.
Vuelo debe originar en Santiago de Chile.
Transacciones en moneda nacional.
Reembolsos, cancelaciones y/o cambios se regirán por las regulaciones tarifarias.
Franquicia de equipaje 1 maleta de 23 kilos en bodega, más bolso de mano de 10 kilos.
Promoción no acumulable sobre otras promociones.
Descuento aplica en clase económica y sobre la tarifa base (no aplica sobre impuestos aeroportuarios).
Tarifas estan sujetas a cambio sin previo aviso.
Para consultas y dudas directamente a chile.sales@aircanada.ca Promoción válida desde el 01 de febrero y hasta el 31 de marzo 2025. Promoción consiste en un 20% de descuento en emisión de tickets aéreos con destino a  operados por la aerolínea Air Canada. Para hacer efectivo el descuento deberás anunciar método de pago Scotia al momento de la compra. Los únicos canales de venta son a través del correo constanza.medina@agunsa.com o acercándose directamente a las oficinas ubicadas en Andrés Bello #2687, Piso 18, Las Condes. Vuelos operados en su totalidad por Air Canadá iniciando viaje en Santiago de Chile. Vuelos solo ida o ida y regreso. Descuento aplica sólo para pasajeros adultos. Emisión directa en oficinas de Air Canadá. Promoción no acumulable con otras promociones. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Sopena Todos los días," Máximo 1 uso de cupón por cliente.
Válido en Chile.
Se excluyen de la promoción otras marcas. Promoción válida todos los días hasta el 28 de febrero 2026. Promoción consiste en un 20% Dcto. Adicional sobre compras de productos marca SOPENA y PLAN LECTOR MUNDICROM a través de www.sopena.cl y https://www.libertadsa.cl. Descuento exclusivo clientes Scotiabank ingresando BACKTOSCHOOL como código de descuento, a continuación, pagando con tus Tarjetas Débito o Crédito Scotiabank. Promoción no acumulable sobre otras promociones o descuentos. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Blustore Todos los días," No acumulable sobre otras promociones o  descuentos.
No válido en periodos de Cyber Day, Cyber Monday, Black Friday. No válido en periodos de campañas promocionales propias de BLU/STORE, como Smart Days, Shokz Week, Govee Week, etc.
Promoción exclusiva para los clientes Scotiabank. Promoción válida hasta 30 de noviembre de 2025. Promoción consiste en 10% de descuento en toda la tienda online  descuento válido ingresando los primeros 6 números de la Tarjeta como código descuento.  Exclusivo para clientes Scotiabank. No acumulable sobre otras promociones o  descuentos. No válido en periodos de Cyber Day, Cyber Monday, Black Friday. No válido en periodos de campañas promocionales propias de BLU/STORE, como Smart Days, Shokz Week, Govee Week, etc.  Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Viña VIK Todos los lunes," Promoción no acumulable sobre otras promociones.
Promoción exclusiva para clientes Scotiabank.
Promoción exclusiva en compra de Vinos VIK. ",Banco ScotiaBank
Viña Encierra Todos los lunes," El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Promoción no acumulable con otras promociones o descuentos. ",Banco ScotiaBank
Calyptra Todos los jueves," Descuento aplica sobre precio normal.
Máximo 1 uso de cupón por cliente.
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Excluye packs y vinos Argentinos.
Promoción no acumulable con otras promociones o descuentos. ",Banco ScotiaBank
Bigbox Todos los días," La oferta es de exclusiva responsabilidad del comercio.
No acumulable con otras ofertas y/o promociones.
Beneficio solo para compras online. Promoción válida todos los días de marzo de 2025. Promoción consiste en un 10% Dcto. en categoría Aventura a través de www.bigbox.cl. Accede a este beneficio ingresando como código de descuento los 6 primeros digitos de tus Tarjetas de Débito y Crédito Visa Scotiabank. La oferta es de exclusiva responsabilidad del comercio. No acumulable con otras ofertas y/o promociones. Beneficio solo para compras online. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Geofoods Todos los días," Los costos del despacho y los tiempos del mismo son exclusiva responsabilidad del comercio.
Beneficio exclusivo para clientes Scotia.
Pagando con Tarjetas de Débito o Crédito Scotiabank. Promoción válida todos los dias de marzo 2025. Promoción consiste en 20% de descuento adicional en tienda online https://geofoods.cl. Pagando con Tarjetas de Crédito y/o Débito Scotia e ingresando cupón de descuento SCTGF2024. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable con otras promociones ni sobre el costo del despacho. Se excluyen de esta promoción las Tarjetas  Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Mercado Carozzi Todos los días," No considera accesorios y packs.
Beneficio no es acumulable con otras promociones o descuentos.
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Para acceder al beneficio cliente debe ingresar y registrarse a través del link www.mercadocarozzi.cl/amigos-carozzi dentro del Grupo Beneficio correspondiente “Banco Scotiabank” de lo contrario no podrá visualizar el descuento. Promoción válida todos los días de marzo de 2025. Promoción consiste en desde 20% Dcto. en www.mercadocarozzi.cl. Promoción no considera accesorios y packs. Promoción no acumulable con otras promociones o descuentos. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Para acceder al beneficio cliente debe registrarse a través del link www.mercadocarozzi.cl/amigos-carozzi, colocar toda la información que el formulario solicita y registrarse dentro del Grupo Beneficio correspondiente “Banco Scotiabank”. A continuación navegando como registrado podrás acceder directamente a los precios oferta. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para más información.",Banco ScotiaBank
Eco Car Todos los días," Promoción válida para servicios presenciales en Sucursales Las Condes ubicadas en Los Militares 5890, Estoril 50, Estoril 200 y Lo Fontecilla 101.
Descuento no acumulable sobre otras promociones o descuentos. Promoción válida hasta el 30 de septiembre de 2025. Promoción consiste en un 30% Dcto. en Eco Car en todos los servicios de lavado de vehículos y extras: Lavado de tapiz, lavado de alfombra, lavado de laterales, lavado de techo, full integral, pulido por pieza, pulido completo, pulido de focos (por unidad y ambos focos), pulido de llanta (por unidad o total llantas), grabado de patente (por unidad) y grabado de accesorios. Accede a estos beneficios reservando a través del sitio web www.lavadoecocar.cl e indicando los primeros 6 dígitos de tus Tarjetas de Débito o Crédito Scotiabank como código de descuento. Promoción válida para servicios presenciales en Sucursales Las Condes ubicadas en Los Militares 5890, Estoril 50, Estoril 200 y Lo Fontecilla 101. Descuento no acumulable sobre otras promociones o descuentos. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. ",Banco ScotiaBank
Pompeyo Carrasco Todos los días," Descuento no aplica sobre otras promociones o descuentos.
Exclusivo para clientes Scotia.  ",Banco ScotiaBank
Importclick Todos los días," Promoción exclusiva para clientes Scotiabank.
Excluye cyber.
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. 
  Promoción válida todos los días de marzo de 2025. Promoción consiste en un 30% Dcto. sobre los descuentos ya activos en tienda online www.importclick.cl. Todos los días ingresando código de descuento IMPORTSCOTIA. Pagando con Tarjetas de Crédito y/o Débito Scotiabank. No acumulable sobre otras promociones o descuentos. Promoción exclusiva para clientes Scotia. Excluye cyber. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Se excluyen de esta promoción las Tarjetas  Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
AutoExpertos Todos los días,"  Promoción válida todos los días de marzo de 2025. Promoción consiste en un 20% Dcto. en todos los servicios automotrices agendados a través de https://www.autoexpertos.cl/partnerships/scotia pagando con Tarjetas de Débito o Crédito Scotiabank y presentando código de descuento SCOTIACLUB previo al pago. Descuento no aplica sobre otras promociones o descuentos. Descuento no aplica sobre la venta de neumáticos. El valor del descuento tiene un tope de $150.000 Tampoco se aplica sobre servicios adicionales a los contratados inicialmente. Descuento no aplica sobre costo de despacho. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa BEX, Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjeta de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Lanzamiento Samsung Galaxy S25 Todos los días," El descuento se realiza al momento de la compra, ingresando los 6 primeros dígitos de la Tarjeta como código de descuento y pagando con tus Tarjetas de Crédito Scotiabank Signature, Singular, Infinite y Wealth a través de Mercado Pago
El costo del despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Descuento no acumulable sobre otras promociones o descuentos. ",Banco ScotiaBank
Tierra de Frutos Todos los días," No acumulable sobre otras promociones o descuentos. 
Promoción exclusiva para clientes Scotiabank.
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción válida hasta el 31 de diciembre de 2025. Promoción consiste en 20% de descuento en tienda online www.tierradefrutos.cl,  ingresando cupón de descuento SCOTIABANK2024. Pagando con tus Tarjetas de Débito o Crédito Scotiabank. No acumulable sobre otras promociones o descuentos. Promoción exclusiva para clientes Scotia. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Se excluyen de esta promoción las Tarjetas  Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Florde Todos los días," No acumulable sobre otras promociones o descuentos. 
Promoción exclusiva para clientes Scotia.
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Exclusivo Región Metropolitana. Promoción válida hasta el 30 de agosto de 2025. Promoción consiste en un 20% Dcto. todos los días en ingresando como código de descuento SCOTIABANK. No acumulable sobre otras promociones o descuentos. Promoción exclusiva pagando con Tarjetas de Débito o Crédito Scotiabank. Exclusivo para Región Metropolitana. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Descuento no acumulable sobre otras promociones o descuentos. Se excluyen de esta promoción las Tarjetas  Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Vigfor Todos los viernes," Promoción no acumulable sobre otras promociones o descuentos.
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción válida todos los viernes hasta el 31 de marzo 2025. Promoción consiste en un 25% Dcto. en el total de la compra para repuestos originales o alternativos en sucursales de Vigfor: Santiago, Antofagasta, Coquimbo, Viña del Mar, Concepción, Los Ángeles y Puerto Montt, a continuación, pagando con tus Tarjetas de Débito o Crédito Visa Scotiabank. Promoción no acumulable sobre otras promociones o descuentos. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Exclusivo para compra presencial anunciando método de pago Scotiabank. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa BEX, Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjeta de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
